id_pedido,data_compra,regiao_destino,categoria,valor_venda,custo_produto,custo_frete,peso_kg,data_previsao_entrega,data_entrega_real,status_pedido,receita_liquida,lucro_bruto,margem_lucro_pct,custo_frete_por_kg,dias_prazo_prometido,dias_transito_real,cumpriram_sla,status_sla_detalhado
PED-10913,2026-03-10,Centro-Oeste,Ferramentas,2935.53,1905.33,216.4,47.83,2026-03-17,2026-03-16,Entregue,1030.2000000000003,813.8000000000003,27.72,4.52,7,6.0,1,Entregue no Prazo
PED-10914,2026-05-17,Centro-Oeste,Alimentos,2072.42,1304.13,160.93,49.66,2026-05-21,2026-05-23,Entregue,768.29,607.3599999999999,29.31,3.24,4,6.0,0,Entregue com Atraso
PED-10915,2026-05-21,Sudeste,Móveis,3312.96,2249.36,60.61,19.38,2026-05-31,2026-05-31,Entregue,1063.6,1002.9899999999999,30.27,3.13,10,10.0,1,Entregue no Prazo
PED-10916,2026-03-13,Nordeste,Ferramentas,274.25,177.6,46.84,6.73,2026-03-26,,Cancelado,96.65,49.81,18.16,6.96,13,,0,Cancelado
PED-10917,2026-03-03,Centro-Oeste,Ferramentas,1539.73,978.87,93.25,23.39,2026-03-12,2026-03-10,Entregue,560.86,467.61,30.37,3.99,9,7.0,1,Entregue no Prazo
PED-10918,2026-04-17,Norte,Ferramentas,670.3,362.18,211.26,48.42,2026-04-24,,Em Transito,308.11999999999995,96.85999999999996,14.45,4.36,7,,0,Em Trânsito
PED-10919,2026-02-22,Sul,Alimentos,2990.91,1688.43,42.79,10.27,2026-03-01,2026-03-07,Entregue,1302.4799999999998,1259.6899999999998,42.12,4.17,7,13.0,0,Entregue com Atraso
PED-10920,2026-03-30,Nordeste,Eletrônicos,1298.11,523.27,165.97,31.5,2026-04-04,2026-04-05,Entregue,774.8399999999999,608.8699999999999,46.9,5.27,5,6.0,0,Entregue com Atraso
PED-10921,2026-03-12,Sul,Eletrônicos,1692.4,1026.9,94.89,30.58,2026-03-15,2026-03-14,Entregue,665.5,570.61,33.72,3.1,3,2.0,1,Entregue no Prazo
PED-10922,2026-01-27,Sul,Vestuário,1826.5,824.12,164.11,33.31,2026-02-09,2026-02-10,Entregue,1002.38,838.27,45.89,4.93,13,14.0,0,Entregue com Atraso
PED-10923,2026-01-25,Norte,Vestuário,3349.05,2109.94,109.57,48.49,2026-01-29,,Em Transito,1239.1100000000001,1129.5400000000002,33.73,2.26,4,,0,Em Trânsito
PED-10924,2026-06-13,Sul,Ferramentas,3011.39,2068.98,118.91,25.2,2026-06-24,,Cancelado,942.4099999999999,823.4999999999999,27.35,4.72,11,,0,Cancelado
PED-10925,2026-06-06,Norte,Ferramentas,883.2,488.34,102.78,19.31,2026-06-08,,Em Transito,394.86000000000007,292.08000000000004,33.07,5.32,2,,0,Em Trânsito
PED-10926,2026-03-01,Sudeste,Alimentos,3112.65,1542.18,48.07,8.72,2026-03-11,2026-03-11,Entregue,1570.47,1522.4,48.91,5.51,10,10.0,1,Entregue no Prazo
PED-10927,2026-01-26,Sul,Móveis,1116.97,485.95,125.15,49.3,2026-01-28,,Cancelado,631.02,505.87,45.29,2.54,2,,0,Cancelado
PED-10928,2026-01-08,Nordeste,Alimentos,901.28,482.21,19.79,1.6,2026-01-20,,Em Transito,419.07,399.28,44.3,12.37,12,,0,Em Trânsito
PED-10929,2026-02-14,Nordeste,Alimentos,1485.95,674.47,134.15,34.61,2026-02-23,2026-02-22,Entregue,811.48,677.33,45.58,3.88,9,8.0,1,Entregue no Prazo
PED-10930,2026-05-07,Sul,Ferramentas,3310.2,1464.71,144.22,32.32,2026-05-11,2026-05-15,Entregue,1845.4899999999998,1701.2699999999998,51.39,4.46,4,8.0,0,Entregue com Atraso
PED-10931,2026-02-09,Nordeste,Vestuário,3338.95,1436.84,37.37,15.79,2026-02-13,2026-02-12,Entregue,1902.11,1864.74,55.85,2.37,4,3.0,1,Entregue no Prazo
PED-10932,2026-07-11,Sul,Ferramentas,2386.02,1328.47,74.13,39.21,2026-07-19,,Cancelado,1057.55,983.42,41.22,1.89,8,,0,Cancelado
PED-10933,2026-01-09,Norte,Ferramentas,172.76,76.19,163.33,38.32,2026-01-19,2026-01-19,Entregue,96.57,-66.76000000000002,-38.64,4.26,10,10.0,1,Entregue no Prazo
PED-10934,2026-06-17,Centro-Oeste,Ferramentas,3042.8,1479.61,43.03,16.99,2026-06-26,,Cancelado,1563.1900000000003,1520.1600000000003,49.96,2.53,9,,0,Cancelado
PED-10935,2026-01-03,Norte,Vestuário,1117.17,540.92,94.93,48.63,2026-01-17,2026-01-18,Entregue,576.2500000000001,481.3200000000001,43.08,1.95,14,15.0,0,Entregue com Atraso
PED-10936,2026-05-30,Centro-Oeste,Eletrônicos,690.06,410.93,87.87,35.77,2026-06-10,,Cancelado,279.12999999999994,191.25999999999993,27.72,2.46,11,,0,Cancelado
PED-10937,2026-01-21,Sudeste,Vestuário,1627.74,1064.31,91.91,22.89,2026-01-29,,Cancelado,563.4300000000001,471.5200000000001,28.97,4.02,8,,0,Cancelado
PED-10938,2026-01-08,Nordeste,Vestuário,2745.68,1658.43,103.41,31.94,2026-01-16,,Cancelado,1087.2499999999998,983.8399999999998,35.83,3.24,8,,0,Cancelado
PED-10939,2026-02-06,Nordeste,Móveis,1167.44,514.7,168.22,44.43,2026-02-11,2026-02-09,Entregue,652.74,484.52,41.5,3.79,5,3.0,1,Entregue no Prazo
PED-10940,2026-01-30,Sul,Alimentos,1822.04,1167.77,62.25,19.0,2026-02-12,,Cancelado,654.27,592.02,32.49,3.28,13,,0,Cancelado
PED-10941,2026-04-17,Nordeste,Ferramentas,626.34,437.09,134.83,28.37,2026-04-28,,Em Transito,189.25000000000006,54.420000000000044,8.69,4.75,11,,0,Em Trânsito
PED-10942,2026-02-22,Norte,Eletrônicos,2313.7,1537.58,132.38,24.52,2026-03-02,,Cancelado,776.1199999999999,643.7399999999999,27.82,5.4,8,,0,Cancelado
PED-10943,2026-03-21,Nordeste,Alimentos,735.34,356.06,117.75,49.97,2026-03-28,2026-03-28,Entregue,379.28000000000003,261.53000000000003,35.57,2.36,7,7.0,1,Entregue no Prazo
PED-10944,2026-06-05,Sudeste,Móveis,2701.05,1797.56,72.52,11.47,2026-06-07,2026-06-09,Entregue,903.4900000000002,830.9700000000003,30.76,6.32,2,4.0,0,Entregue com Atraso
PED-10945,2026-03-10,Sul,Vestuário,550.36,341.8,68.76,30.27,2026-03-24,2026-03-24,Entregue,208.56,139.8,25.4,2.27,14,14.0,1,Entregue no Prazo
PED-10946,2026-03-06,Sul,Móveis,1764.96,1104.59,144.84,41.25,2026-03-15,,Em Transito,660.3700000000001,515.5300000000001,29.21,3.51,9,,0,Em Trânsito
PED-10947,2026-05-03,Nordeste,Eletrônicos,584.11,298.42,45.21,16.8,2026-05-09,2026-05-08,Entregue,285.69,240.48,41.17,2.69,6,5.0,1,Entregue no Prazo
PED-10948,2026-03-13,Norte,Móveis,387.09,156.58,37.33,8.47,2026-03-15,,Em Transito,230.50999999999996,193.17999999999995,49.91,4.41,2,,0,Em Trânsito
PED-10949,2026-04-25,Sudeste,Alimentos,2927.68,1873.51,76.43,17.6,2026-05-06,2026-05-07,Entregue,1054.1699999999998,977.7399999999998,33.4,4.34,11,12.0,0,Entregue com Atraso
PED-10950,2026-06-10,Centro-Oeste,Vestuário,2840.97,1818.53,79.67,23.12,2026-06-22,2026-06-26,Entregue,1022.4399999999998,942.7699999999999,33.18,3.45,12,16.0,0,Entregue com Atraso
PED-10951,2026-01-13,Nordeste,Eletrônicos,1762.58,866.84,149.38,46.4,2026-01-15,,Em Transito,895.7399999999999,746.3599999999999,42.34,3.22,2,,0,Em Trânsito
PED-10952,2026-02-13,Sul,Móveis,835.84,480.74,72.85,18.89,2026-02-27,,Em Transito,355.1,282.25,33.77,3.86,14,,0,Em Trânsito
PED-10953,2026-05-24,Sudeste,Ferramentas,1723.71,1193.04,33.13,0.91,2026-05-30,,Em Transito,530.6700000000001,497.5400000000001,28.86,36.41,6,,0,Em Trânsito
PED-10954,2026-07-14,Centro-Oeste,Móveis,2847.02,1947.79,28.66,7.23,2026-07-19,2026-07-19,Entregue,899.23,870.57,30.58,3.96,5,5.0,1,Entregue no Prazo
PED-10955,2026-03-15,Sul,Alimentos,561.99,292.04,229.61,45.27,2026-03-29,,Cancelado,269.95,40.339999999999975,7.18,5.07,14,,0,Cancelado
PED-10956,2026-05-25,Sudeste,Alimentos,1487.24,884.25,67.21,15.82,2026-06-02,2026-05-31,Entregue,602.99,535.78,36.03,4.25,8,6.0,1,Entregue no Prazo
PED-10957,2026-05-20,Sudeste,Vestuário,1061.39,426.44,99.39,19.12,2026-05-28,,Em Transito,634.95,535.5600000000001,50.46,5.2,8,,0,Em Trânsito
PED-10958,2026-04-02,Nordeste,Móveis,2214.9,1407.18,164.69,32.58,2026-04-15,,Cancelado,807.72,643.03,29.03,5.05,13,,0,Cancelado
PED-10959,2026-03-27,Sul,Ferramentas,2830.6,1378.08,155.18,33.37,2026-04-02,2026-04-02,Entregue,1452.52,1297.34,45.83,4.65,6,6.0,1,Entregue no Prazo
PED-10960,2026-06-14,Nordeste,Alimentos,1130.72,707.94,67.99,11.39,2026-06-16,,Em Transito,422.78,354.78999999999996,31.38,5.97,2,,0,Em Trânsito
PED-10961,2026-06-26,Norte,Móveis,1030.16,466.48,128.74,37.29,2026-07-05,,Em Transito,563.6800000000001,434.94000000000005,42.22,3.45,9,,0,Em Trânsito
PED-10962,2026-01-28,Sudeste,Eletrônicos,466.69,246.34,45.8,14.73,2026-02-01,2026-02-01,Entregue,220.35,174.55,37.4,3.11,4,4.0,1,Entregue no Prazo
PED-10963,2026-06-13,Sul,Ferramentas,476.33,204.97,139.29,30.68,2026-06-19,2026-06-20,Entregue,271.36,132.07000000000002,27.73,4.54,6,7.0,0,Entregue com Atraso
PED-10964,2026-04-30,Nordeste,Ferramentas,2830.74,1347.33,62.23,12.82,2026-05-12,,Cancelado,1483.4099999999999,1421.1799999999998,50.21,4.85,12,,0,Cancelado
PED-10965,2026-02-15,Nordeste,Eletrônicos,3181.28,2080.34,101.06,24.78,2026-02-22,,Em Transito,1100.94,999.8800000000001,31.43,4.08,7,,0,Em Trânsito
PED-10966,2026-05-24,Sudeste,Ferramentas,845.7,534.37,55.76,17.28,2026-06-04,,Em Transito,311.33000000000004,255.57000000000005,30.22,3.23,11,,0,Em Trânsito
PED-10967,2026-01-29,Sul,Ferramentas,453.81,206.7,47.07,6.12,2026-02-09,,Cancelado,247.11,200.04000000000002,44.08,7.69,11,,0,Cancelado
PED-10968,2026-06-29,Norte,Móveis,1776.15,968.15,33.85,8.31,2026-07-13,2026-07-17,Entregue,808.0000000000001,774.1500000000001,43.59,4.07,14,18.0,0,Entregue com Atraso
PED-10969,2026-04-28,Norte,Ferramentas,1850.68,826.52,91.56,33.5,2026-05-06,2026-05-04,Entregue,1024.16,932.6000000000001,50.39,2.73,8,6.0,1,Entregue no Prazo
PED-10970,2026-04-21,Norte,Vestuário,867.0,509.97,83.75,15.42,2026-04-30,2026-05-01,Entregue,357.03,273.28,31.52,5.43,9,10.0,0,Entregue com Atraso
PED-10971,2026-06-28,Norte,Vestuário,78.52,49.78,137.37,33.5,2026-07-06,,Cancelado,28.739999999999995,-108.63000000000001,-138.35,4.1,8,,0,Cancelado
PED-10972,2026-02-18,Nordeste,Alimentos,1081.37,614.16,32.03,0.91,2026-02-21,,Em Transito,467.2099999999999,435.17999999999995,40.24,35.2,3,,0,Em Trânsito
PED-10973,2026-01-18,Nordeste,Ferramentas,261.48,145.82,86.36,25.08,2026-01-20,2026-01-24,Entregue,115.66000000000003,29.300000000000026,11.21,3.44,2,6.0,0,Entregue com Atraso
PED-10974,2026-04-29,Centro-Oeste,Vestuário,2147.45,926.47,115.0,22.98,2026-05-11,2026-05-15,Entregue,1220.9799999999998,1105.9799999999998,51.5,5.0,12,16.0,0,Entregue com Atraso
PED-10975,2026-01-14,Centro-Oeste,Vestuário,1609.55,977.89,101.02744680851065,32.05,2026-01-28,,Em Transito,631.66,530.6325531914894,32.97,3.15,14,,0,Em Trânsito
PED-10976,2026-03-16,Sudeste,Vestuário,580.7,370.5,89.77,45.79,2026-03-30,2026-04-05,Entregue,210.20000000000005,120.43000000000005,20.74,1.96,14,20.0,0,Entregue com Atraso
PED-10977,2026-01-16,Norte,Móveis,75.09,31.41,71.87,21.73,2026-01-21,,Em Transito,43.68000000000001,-28.189999999999998,-37.54,3.31,5,,0,Em Trânsito
PED-10978,2026-02-25,Norte,Alimentos,533.15,264.78,143.48,29.14,2026-03-05,,Cancelado,268.37,124.89000000000001,23.42,4.92,8,,0,Cancelado
PED-10979,2026-05-21,Sul,Alimentos,2656.26,1545.99,129.4,31.53,2026-06-04,,Em Transito,1110.2700000000002,980.8700000000002,36.93,4.1,14,,0,Em Trânsito
PED-10980,2026-01-02,Sudeste,Eletrônicos,1823.58,1183.06,80.0,22.47,2026-01-06,,Em Transito,640.52,560.52,30.74,3.56,4,,0,Em Trânsito
PED-10981,2026-02-06,Nordeste,Eletrônicos,593.38,343.15,88.98,29.88,2026-02-13,2026-02-15,Entregue,250.23000000000002,161.25,27.17,2.98,7,9.0,0,Entregue com Atraso
PED-10982,2026-05-21,Norte,Móveis,420.19,194.05,45.1,7.8,2026-05-26,,Cancelado,226.14,181.04,43.09,5.78,5,,0,Cancelado
PED-10983,2026-07-07,Nordeste,Vestuário,1134.63,729.61,73.59,13.67,2026-07-11,,Cancelado,405.0200000000001,331.43000000000006,29.21,5.38,4,,0,Cancelado
PED-10984,2026-03-25,Nordeste,Ferramentas,636.95,400.37,82.52,38.79,2026-04-08,,Em Transito,236.58000000000004,154.06000000000006,24.19,2.13,14,,0,Em Trânsito
PED-10985,2026-07-11,Sudeste,Móveis,2993.45,1435.0,106.36,26.22,2026-07-21,2026-07-21,Entregue,1558.4499999999998,1452.09,48.51,4.06,10,10.0,1,Entregue no Prazo
PED-10986,2026-05-17,Sul,Eletrônicos,2390.55,1392.05,63.97,20.0,2026-05-31,,Em Transito,998.5000000000002,934.5300000000002,39.09,3.2,14,,0,Em Trânsito
PED-10987,2026-03-18,Norte,Ferramentas,2654.31,1578.28,132.57,32.05,2026-03-30,,Em Transito,1076.03,943.46,35.54,4.14,12,,0,Em Trânsito
PED-10988,2026-06-21,Sudeste,Ferramentas,2077.55,988.2,46.92,10.58,2026-07-05,,Em Transito,1089.3500000000001,1042.43,50.18,4.43,14,,0,Em Trânsito
PED-10989,2026-03-17,Centro-Oeste,Ferramentas,2778.17,1422.92,102.24,28.36,2026-03-23,2026-03-21,Entregue,1355.25,1253.01,45.1,3.61,6,4.0,1,Entregue no Prazo
PED-10990,2026-01-17,Nordeste,Eletrônicos,2044.89,1123.54,129.82,29.19,2026-01-24,2026-01-30,Entregue,921.3500000000001,791.5300000000002,38.71,4.45,7,13.0,0,Entregue com Atraso
PED-10991,2026-06-04,Sul,Eletrônicos,2115.3,1031.76,118.53,34.35,2026-06-08,2026-06-10,Entregue,1083.5400000000002,965.0100000000002,45.62,3.45,4,6.0,0,Entregue com Atraso
PED-10992,2026-02-26,Sudeste,Alimentos,2837.48,1448.32,41.57,6.69,2026-03-06,2026-03-06,Entregue,1389.16,1347.5900000000001,47.49,6.21,8,8.0,1,Entregue no Prazo
PED-10993,2026-01-09,Centro-Oeste,Alimentos,1845.97,955.35,128.6,29.07,2026-01-16,,Cancelado,890.62,762.02,41.28,4.42,7,,0,Cancelado
PED-10994,2026-06-07,Centro-Oeste,Móveis,936.07,502.52,35.46,1.99,2026-06-18,,Cancelado,433.55000000000007,398.0900000000001,42.53,17.82,11,,0,Cancelado
PED-10995,2026-02-03,Sudeste,Vestuário,190.71,94.31,132.77,28.99,2026-02-05,,Cancelado,96.4,-36.370000000000005,-19.07,4.58,2,,0,Cancelado
PED-10996,2026-03-03,Sul,Ferramentas,2850.76,1774.74,122.11,36.98,2026-03-12,2026-03-13,Entregue,1076.0200000000002,953.9100000000002,33.46,3.3,9,10.0,0,Entregue com Atraso
PED-10997,2026-01-09,Sudeste,Eletrônicos,2643.3,1392.65,71.35,26.1,2026-01-18,2026-01-20,Entregue,1250.65,1179.3000000000002,44.61,2.73,9,11.0,0,Entregue com Atraso
PED-10998,2026-05-21,Centro-Oeste,Móveis,2629.71,1399.89,175.57,36.81,2026-05-31,,Cancelado,1229.82,1054.25,40.09,4.77,10,,0,Cancelado
PED-10999,2026-01-21,Norte,Móveis,402.16,233.42,115.27,43.75,2026-01-27,2026-01-27,Entregue,168.74000000000004,53.47000000000004,13.3,2.63,6,6.0,1,Entregue no Prazo
PED-11000,2026-05-31,Norte,Móveis,2038.6,1299.81,58.23,16.55,2026-06-11,2026-06-15,Entregue,738.79,680.56,33.38,3.52,11,15.0,0,Entregue com Atraso
PED-11001,2026-03-10,Nordeste,Ferramentas,966.35,590.74,162.85,40.24,2026-03-14,2026-03-18,Entregue,375.61,212.76000000000002,22.02,4.05,4,8.0,0,Entregue com Atraso
PED-11002,2026-05-16,Norte,Móveis,1422.16,751.52,182.89,44.07,2026-05-18,,Cancelado,670.6400000000001,487.7500000000001,34.3,4.15,2,,0,Cancelado
PED-11003,2026-03-31,Norte,Eletrônicos,893.93,557.67,121.67,26.28,2026-04-05,2026-04-03,Entregue,336.26,214.58999999999997,24.01,4.63,5,3.0,1,Entregue no Prazo
PED-11004,2026-02-17,Centro-Oeste,Vestuário,2179.87,1136.74,43.41,10.32,2026-02-23,2026-02-22,Entregue,1043.1299999999999,999.7199999999999,45.86,4.21,6,5.0,1,Entregue no Prazo
PED-11005,2026-04-05,Nordeste,Ferramentas,1461.73,823.33,95.26,27.4,2026-04-18,2026-04-18,Entregue,638.4,543.14,37.16,3.48,13,13.0,1,Entregue no Prazo
PED-11006,2026-03-16,Centro-Oeste,Móveis,776.09,384.53,67.65,12.38,2026-03-19,2026-03-20,Entregue,391.56000000000006,323.9100000000001,41.74,5.46,3,4.0,0,Entregue com Atraso
PED-11007,2026-02-09,Nordeste,Alimentos,1763.1,851.75,80.76,26.98,2026-02-18,2026-02-18,Entregue,911.3499999999999,830.5899999999999,47.11,2.99,9,9.0,1,Entregue no Prazo
PED-11008,2026-01-24,Norte,Vestuário,2195.29,1274.16,60.36,27.53,2026-01-28,,Cancelado,921.1299999999999,860.7699999999999,39.21,2.19,4,,0,Cancelado
PED-11009,2026-06-08,Nordeste,Móveis,2382.69,1454.94,83.35,36.18,2026-06-12,,Cancelado,927.75,844.4,35.44,2.3,4,,0,Cancelado
PED-11010,2026-03-30,Norte,Alimentos,1963.36,1281.98,119.54,24.31,2026-04-06,2026-04-10,Entregue,681.3799999999999,561.8399999999999,28.62,4.92,7,11.0,0,Entregue com Atraso
PED-11011,2026-03-08,Nordeste,Móveis,3312.42,1765.13,83.93,30.17,2026-03-12,2026-03-12,Entregue,1547.29,1463.36,44.18,2.78,4,4.0,1,Entregue no Prazo
PED-11012,2026-03-27,Sul,Vestuário,2061.41,1386.66,90.6,47.13,2026-04-10,2026-04-10,Entregue,674.7499999999998,584.1499999999997,28.34,1.92,14,14.0,1,Entregue no Prazo
PED-11013,2026-01-24,Sul,Vestuário,902.02,574.56,114.13,31.91,2026-02-04,2026-02-04,Entregue,327.46000000000004,213.33000000000004,23.65,3.58,11,11.0,1,Entregue no Prazo
PED-11014,2026-07-01,Sul,Vestuário,1779.99,990.12,78.88,22.69,2026-07-13,2026-07-19,Entregue,789.87,710.99,39.94,3.48,12,18.0,0,Entregue com Atraso
PED-11015,2026-06-05,Sul,Móveis,2801.44,1250.05,96.55,31.44,2026-06-18,2026-06-18,Entregue,1551.39,1454.8400000000001,51.93,3.07,13,13.0,1,Entregue no Prazo
PED-11016,2026-03-27,Sul,Alimentos,1749.2,1179.78,103.36,24.72,2026-04-02,,Cancelado,569.4200000000001,466.06000000000006,26.64,4.18,6,,0,Cancelado
PED-11017,2026-03-01,Norte,Alimentos,796.24,511.31,102.01,37.99,2026-03-08,2026-03-14,Entregue,284.93,182.92000000000002,22.97,2.69,7,13.0,0,Entregue com Atraso
PED-11018,2026-01-15,Sul,Vestuário,1191.24,540.35,184.16,38.38,2026-01-19,2026-01-19,Entregue,650.89,466.73,39.18,4.8,4,4.0,1,Entregue no Prazo
PED-11019,2026-02-19,Sudeste,Ferramentas,2666.51,1246.52,30.99,4.29,2026-02-28,2026-02-28,Entregue,1419.9900000000002,1389.0000000000002,52.09,7.22,9,9.0,1,Entregue no Prazo
PED-11020,2026-04-21,Norte,Ferramentas,1821.16,1179.38,162.45,40.88,2026-05-02,2026-05-02,Entregue,641.78,479.33,26.32,3.97,11,11.0,1,Entregue no Prazo
PED-11021,2026-02-25,Sudeste,Alimentos,2793.5,1929.5,90.35,23.63,2026-02-27,,Cancelado,864.0,773.65,27.69,3.82,2,,0,Cancelado
PED-11022,2026-03-10,Centro-Oeste,Vestuário,3304.83,1419.58,36.64,13.62,2026-03-16,2026-03-20,Entregue,1885.25,1848.61,55.94,2.69,6,10.0,0,Entregue com Atraso
PED-11023,2026-05-08,Sudeste,Móveis,2574.63,1157.09,67.68,17.89,2026-05-14,2026-05-12,Entregue,1417.5400000000002,1349.8600000000001,52.43,3.78,6,4.0,1,Entregue no Prazo
PED-11024,2026-06-30,Sul,Eletrônicos,3318.99,1681.91,49.5,12.87,2026-07-12,2026-07-12,Entregue,1637.0799999999997,1587.5799999999997,47.83,3.85,12,12.0,1,Entregue no Prazo
PED-11025,2026-03-22,Sul,Móveis,1215.1,781.19,115.54,34.94,2026-03-24,2026-03-30,Entregue,433.90999999999985,318.36999999999983,26.2,3.31,2,8.0,0,Entregue com Atraso
PED-11026,2026-07-07,Centro-Oeste,Móveis,2448.7,1232.08,143.08,34.85,2026-07-19,2026-07-25,Entregue,1216.62,1073.54,43.84,4.11,12,18.0,0,Entregue com Atraso
PED-11027,2026-06-20,Sul,Alimentos,3085.49,1534.72,97.07,20.11,2026-06-24,2026-06-28,Entregue,1550.7699999999998,1453.6999999999998,47.11,4.83,4,8.0,0,Entregue com Atraso
PED-11028,2026-06-05,Centro-Oeste,Móveis,1820.59,1048.24,55.86,9.39,2026-06-16,2026-06-18,Entregue,772.3499999999999,716.4899999999999,39.35,5.95,11,13.0,0,Entregue com Atraso
PED-11029,2026-06-01,Norte,Alimentos,1792.82,1002.9,168.99,40.38,2026-06-12,,Em Transito,789.92,620.93,34.63,4.18,11,,0,Em Trânsito
PED-11030,2026-04-21,Centro-Oeste,Alimentos,310.66,147.25,69.03,34.92,2026-05-03,2026-05-03,Entregue,163.41000000000003,94.38000000000002,30.38,1.98,12,12.0,1,Entregue no Prazo
PED-11031,2026-05-17,Nordeste,Móveis,212.28,140.9,157.18,40.73,2026-05-31,2026-05-30,Entregue,71.38,-85.80000000000001,-40.42,3.86,14,13.0,1,Entregue no Prazo
PED-11032,2026-04-11,Nordeste,Vestuário,2236.5,1086.74,124.1,38.33,2026-04-18,2026-04-18,Entregue,1149.76,1025.66,45.86,3.24,7,7.0,1,Entregue no Prazo
PED-11033,2026-06-19,Sul,Vestuário,2953.23,1191.06,48.45,15.95,2026-06-21,2026-06-21,Entregue,1762.17,1713.72,58.03,3.04,2,2.0,1,Entregue no Prazo
PED-11034,2026-03-30,Nordeste,Alimentos,2651.09,1148.24,93.24,23.66,2026-04-13,,Cancelado,1502.8500000000001,1409.6100000000001,53.17,3.94,14,,0,Cancelado
PED-11035,2026-04-12,Centro-Oeste,Ferramentas,785.05,459.12,108.21,19.07,2026-04-26,2026-04-26,Entregue,325.92999999999995,217.71999999999997,27.73,5.67,14,14.0,1,Entregue no Prazo
PED-11036,2026-02-27,Norte,Móveis,992.98,672.64,59.09,18.04,2026-03-09,2026-03-10,Entregue,320.34000000000003,261.25,26.31,3.28,10,11.0,0,Entregue com Atraso
PED-11037,2026-02-06,Norte,Alimentos,53.13,32.65,35.87,8.97,2026-02-09,,Em Transito,20.480000000000004,-15.389999999999993,-28.97,4.0,3,,0,Em Trânsito
PED-11038,2026-06-09,Sudeste,Móveis,1165.02,577.39,107.7,22.7,2026-06-18,2026-06-22,Entregue,587.63,479.93,41.2,4.74,9,13.0,0,Entregue com Atraso
PED-11039,2026-06-02,Centro-Oeste,Vestuário,2337.86,1174.81,147.04,34.34,2026-06-08,,Em Transito,1163.0500000000002,1016.0100000000002,43.46,4.28,6,,0,Em Trânsito
PED-11040,2026-05-12,Nordeste,Eletrônicos,2518.69,1552.7,79.37,14.48,2026-05-26,,Cancelado,965.99,886.62,35.2,5.48,14,,0,Cancelado
PED-11041,2026-07-07,Sul,Ferramentas,3427.05,2275.82,56.37,14.36,2026-07-21,2026-07-21,Entregue,1151.23,1094.8600000000001,31.95,3.93,14,14.0,1,Entregue no Prazo
PED-11042,2026-02-17,Sul,Eletrônicos,59.32,31.43,58.39,25.41,2026-02-22,,Em Transito,27.89,-30.5,-51.42,2.3,5,,0,Em Trânsito
PED-11043,2026-01-06,Norte,Vestuário,2022.88,1163.49,48.31,10.88,2026-01-18,,Cancelado,859.3900000000001,811.0800000000002,40.1,4.44,12,,0,Cancelado
PED-11044,2026-02-23,Norte,Eletrônicos,1353.99,729.94,27.15,4.88,2026-02-26,2026-02-27,Entregue,624.05,596.9,44.08,5.56,3,4.0,0,Entregue com Atraso
PED-11045,2026-06-20,Centro-Oeste,Móveis,2458.84,1443.66,56.69,9.86,2026-07-01,,Cancelado,1015.1800000000001,958.49,38.98,5.75,11,,0,Cancelado
PED-11046,2026-07-09,Norte,Móveis,1742.73,1202.19,127.3,41.7,2026-07-16,,Cancelado,540.54,413.23999999999995,23.71,3.05,7,,0,Cancelado
PED-11047,2026-02-13,Norte,Móveis,3461.62,2370.24,24.05,4.37,2026-02-18,,Cancelado,1091.38,1067.3300000000002,30.83,5.5,5,,0,Cancelado
PED-11048,2026-02-02,Sul,Vestuário,2238.14,1415.27,21.39,2.17,2026-02-06,,Cancelado,822.8699999999999,801.4799999999999,35.81,9.86,4,,0,Cancelado
PED-11049,2026-04-29,Norte,Alimentos,599.9,247.9,59.96,20.0,2026-05-07,2026-05-11,Entregue,352.0,292.04,48.68,3.0,8,12.0,0,Entregue com Atraso
PED-11050,2026-05-26,Sudeste,Móveis,907.22,537.76,82.12,14.12,2026-06-06,,Cancelado,369.46000000000004,287.34000000000003,31.67,5.82,11,,0,Cancelado
PED-11051,2026-01-08,Nordeste,Alimentos,1892.4,972.22,78.32,17.34,2026-01-10,2026-01-10,Entregue,920.1800000000001,841.8600000000001,44.49,4.52,2,2.0,1,Entregue no Prazo
PED-11052,2026-04-24,Nordeste,Vestuário,587.79,271.52,83.16,34.52,2026-05-01,2026-04-30,Entregue,316.27,233.10999999999999,39.66,2.41,7,6.0,1,Entregue no Prazo
PED-11053,2026-07-05,Centro-Oeste,Vestuário,548.58,241.48,114.55,47.22,2026-07-12,,Em Transito,307.1,192.55,35.1,2.43,7,,0,Em Trânsito
PED-11054,2026-01-22,Centro-Oeste,Móveis,1588.52,742.47,99.79,36.48,2026-01-29,,Cancelado,846.05,746.26,46.98,2.74,7,,0,Cancelado
PED-11055,2026-05-29,Sudeste,Vestuário,1424.83,578.13,159.56,38.74,2026-06-12,2026-06-14,Entregue,846.6999999999999,687.1399999999999,48.23,4.12,14,16.0,0,Entregue com Atraso
PED-11056,2026-02-19,Norte,Vestuário,891.26,397.3,193.25,43.03,2026-03-05,,Cancelado,493.96,300.71,33.74,4.49,14,,0,Cancelado
PED-11057,2026-07-12,Sudeste,Eletrônicos,2486.97,1211.51,35.96,8.68,2026-07-21,,Em Transito,1275.4599999999998,1239.4999999999998,49.84,4.14,9,,0,Em Trânsito
